Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,VIN,Stock Number,Dealer,Dealer Phone,Dealer Address,Dealer Website,Listing URL
2025 Nissan Versa,SV FWD,"Conshohocken, PA",88 mi away,"$23,140","$22,987",$431/mo est.,3N1CN8EV0SL888050,N251045,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CN8EV0SL888050.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/435404404?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=14&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4jji4tTgkKADmcBgAnBwArp0V6MwAbKQM1WBQALQ4YBh4E-4A7GMAHP2LWGNtAEZQixBte4vMOwrNYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+n6AFk-hc2vk8kA
2025 Nissan Versa,SV FWD,"Conshohocken, PA",88 mi away,"$23,140","$22,987",$431/mo est.,3N1CN8EVXSL887794,N251046,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CN8EVXSL887794.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/435930586?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=15&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4jgCc9lh4ABwAbCQoAOZwGDUcAK69FejMzaQM1WBQALQ4YBh40-4A7JMtjViTNQBGUI0QNfuNzLsKHWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPpmgBZf6XGr5PJAA
2025 Hyundai Venue,Limited FWD,"Torrington, CT",81 mi away,"$25,295","$22,995",$431/mo est.,KMHRC8A38SU353275,25-188,Alfano's Torrington Hyundai,(860) 792-4793,"1446 E Main St, Torrington, CT 06790",https://www.torringtonhyundai.com/catcher.esl?vin=KMHRC8A38SU353275&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/406101874?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=16&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4WABs2BgAHADsOCQoAOZwGACcHACufRXozDWkDDj2YFAAtDhgGHiz-k3TDTUNWNPdAEZQDRDdhw3M+wodYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQ1ACygOu3XyeSAA
2025 Hyundai Venue,SEL FWD,"Torrington, CT",81 mi away,"$24,315","$22,995",$431/mo est.,KMHRC8A30SU414831,25-452,Alfano's Torrington Hyundai,(860) 792-4793,"1446 E Main St, Torrington, CT 06790",https://www.torringtonhyundai.com/catcher.esl?vin=KMHRC8A30SU414831&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/426077858?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=17&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zABsWADs9QAceE0kKADmcBgAnBwArv0V6LWkDDj2YFAAtDhgGHiz-vXTTTVNWNM9AEZQTRA9h03M+wqdYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQ1ACygOuPXyeSAA
2025 Hyundai Venue,SEL FWD,"Torrington, CT",81 mi away,"$24,315","$22,995",$431/mo est.,KMHRC8A30SU416062,25-470,Alfano's Torrington Hyundai,(860) 792-4793,"1446 E Main St, Torrington, CT 06790",https://www.torringtonhyundai.com/catcher.esl?vin=KMHRC8A30SU416062&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/427654311?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=18&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zADsAGx4OPYYGCQoAOZwGACcHACufRXozHWkDE1gUAC0OGAYeDP+NVMAHHUrWFPdAEZQKxDdhyvM+wodYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfR1ACygOu3XyeSAA
2025 Hyundai Venue,Limited FWD,"Torrington, CT",81 mi away,"$25,635","$22,995",$431/mo est.,KMHRC8A32SU406648,25-401,Alfano's Torrington Hyundai,(860) 792-4793,"1446 E Main St, Torrington, CT 06790",https://www.torringtonhyundai.com/catcher.esl?vin=KMHRC8A32SU406648&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/422511412?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=19&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zAEYGDgYzCQoAOZwGACcHACu3RXozABspAw49mBQALQ4YBh40-4A7JMAHIMrWJMdAEZQKxAdhyvM+wqtYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfSDACygOuHXyeSAA
2025 Nissan Kicks Play,S FWD,"Conshohocken, PA",88 mi away,"$23,165","$22,997",$431/mo est.,3N1CP5BV8SL492896,N250842,Conicelli Nissan,(928) 325-1804,"1222 Ridge Pike, Conshohocken, PA 19428",http://www.conicellinissan.com/new/3N1CP5BV8SL492896.htm?utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/419210097?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=20&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4GACczNhYNQDsJCgA5nC1HACu3RXozABspAw49mBQALQ4YBh40-5NkwAcg8tYkzUARlDLEDUHy8x7Cu1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9IMALIAq41fJ5IA
2025 Nissan Sentra,S FWD,"New Rochelle, NY",10 mi away,"$23,310","$23,001",$431/mo est.,3N1AB8BV5SY410438,NR24132,Nissan of New Rochelle,(914) 266-7928,"2533 Palmer Ave, New Rochelle, NY 10801",https://www.nissanofnewrochelle.com/inventory/all-vehicles/vehicle/3N1AB8BV5SY410438?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/429897475?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=21&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zACcABw1AOw4jYEgKADmcBg1HACufRXozABspAw49mBQALQ4YBh4c-6NM3UjdVgzNQBGUHUQNUd1zAcKnWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6EYAWSBNxq+TyQA
2024 Nissan Sentra,S FWD,"Patchogue, NY",48 mi away,"$23,010","$23,010",$435/mo est.,3N1AB8BV8RY357227,H2578X,Nissan 112,(631) 430-6397,"730 Medford Ave, Patchogue, NY 11772",http://www.nissan112.com/inventory/3N1AB8BV8RY357227?utm_medium=referral&utm_source=CarGurus,https://www.cargurus.com/details/389374386?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=22&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AHACc9gDsOPZVAGwkKADmcBg1HACufRXozC2kDE1gUAC0OGAYeDP+9VOtVVhTNQBGUFUQNftVzLsKnWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoWgBZf6XGr5PJAA
2025 Nissan Versa,SR FWD,"Jersey City, NJ",12 mi away,"$21,495","$23,050",$432/mo est.,3N1CN8FV9SL881256,SL881256,Hudson Nissan,(830) 433-8801,"585 Route 440, Jersey City, NJ 07305",http://www.hudsonnissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/430161825?resultSetId=f006f404-854d-432e-8e4c-162deff76d31&searchUuid=26de43ac-4a15-4027-8680-9bc8f999828f&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=23&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49lgYAGwYABwBJCgA5nAYAJwcAK69FejMdaQM1WBQALQ4YBh40-4A7JONdY1Yk10ARlCNEF0HzXsK7WDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPo6gBZf6XLr5PJAA
2025 Nissan Versa,SV FWD,"Jersey City, NJ",12 mi away,"$21,695","$23,050",$432/mo est.,3N1CN8EVXSL885494,SL885494,Hudson Nissan,(830) 433-8801,"585 Route 440, Jersey City, NJ 07305",http://www.hudsonnissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/432945571?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=1&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49swAnPh4AOwYJCgA5n4cAK5dFeh4zKQYNU4AtI3NeKM4tQBGOKMAHLWOo1CNDPbYM-iNiwrtYOgMqgBS5gAapwikAGIAQgAWAFrMAKpIAPIAVvoA7gAZWSnP4eeKkUrKJD6ABsAFlvqdavk8kA
2025 Nissan Versa,SV FWD,"Jersey City, NJ",12 mi away,"$21,695","$23,050",$432/mo est.,3N1CN8EV1SL887067,SL887067,Hudson Nissan,(830) 433-8801,"585 Route 440, Jersey City, NJ 07305",http://www.hudsonnissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/432945575?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=2&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49swAnPh4AOyBICgA5n4cAK5dFeh4zKQYNU4AtI2NGHijOLUARjijABy1jqNQjQz22LP4jUsK7WDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gAbABZH5nWr5PJAA
2025 Nissan Versa,SV FWD,"East Petersburg, PA",137 mi away,"$23,050","$23,050",$432/mo est.,3N1CN8EV7SL903353,25663,,,,,https://www.cargurus.com/details/436236840?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=3&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gBszLUAHDguKADmfhwArp0V6HjMpBj2AVgAtADs4xh4ozgAnABGOKMNc46jUOMM9tjz+OMNCm1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0NQAsr9znN8nkgA
2025 Nissan Versa,SV FWD,"Ardmore, PA",91 mi away,"$23,050","$23,050",$432/mo est.,3N1CN8EV0SL889604,250377,Piazza Nissan of Ardmore,(610) 890-4517,"265 Lancaster Ave, Ardmore, PA 19003",https://www.piazzanissanofardmore.com/VehicleSearchResults?search=new&vin=3N1CN8EV0SL889604&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/432969099?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=4&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49swAnABstVi1tSQoAOZ+HACu3RXoeMykGDVOALQA7BMYeGM4tQBGOGMAHLWOY1ATDPbY8-gTKwodYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+nqAFk-hdavk8kA
2025 Nissan Versa,SR FWD,"Ardmore, PA",91 mi away,"$23,050","$23,050",$432/mo est.,3N1CN8FV1SL878917,250362,Piazza Nissan of Ardmore,(610) 890-4517,"265 Lancaster Ave, Ardmore, PA 19003",https://www.piazzanissanofardmore.com/VehicleSearchResults?search=new&vin=3N1CN8FV1SL878917&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/429859171?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=5&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zACcABx4NRgA7BgkKADmfhwArj0V6HjMpBj2AVgAtM2teBM4NQBGOBN1NY4TUM0M9tjz+M11Cp1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0ADYALK-c41fJ5IA
2025 Nissan Versa,SR FWD,"Ardmore, PA",91 mi away,"$23,050","$23,050",$432/mo est.,3N1CN8FV1SL874592,250380,Piazza Nissan of Ardmore,(610) 890-4517,"265 Lancaster Ave, Ardmore, PA 19003",https://www.piazzanissanofardmore.com/VehicleSearchResults?search=new&vin=3N1CN8FV1SL874592&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/432969106?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=6&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49swAnABstdj1JCgA5n4cAK5dFeh4zKQYNU4AtADs4xh4ozi1AEY4owActY6jUOMM9thz+OPLCu1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH09QAsr9zrV8nkgA
2025 Nissan Sentra,SV FWD,"Blackwood, NJ",95 mi away,"$25,050","$23,050",$432/mo est.,3N1AB8CV4SY411806,SY411806,Nissan of Turnersville,(856) 544-0437,"3400 Route 42, Blackwood, NJ 08012",http://www.nissanofturnersville.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/445614101?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=7&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4+ABsGDjYGCQoAOZ+HACuHRXoeMykGPYBWAC0AOxjGHgjOACcAEY4IwAcs44jUGMM9thz+GPLCq1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0NQAsr9zrN8nkgA
2025 Nissan Versa,SR FWD,"Montgomeryville, PA",80 mi away,"$23,390","$23,063",$432/mo est.,3N1CN8FV2SL882930,25N0457,Montgomeryville Nissan,(855) 584-2543,"991 Bethlehem Pike, Montgomeryville, PA 18936",http://www.montgomeryvillenissan.com/inventory?q=3N1CN8FV2SL882930&utm_source=cargurus.com&utm_medium=referral,https://www.cargurus.com/details/441413522?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=8&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4OBg1jszMJCgA5n4cAK7tFeh4zKQY9gFYALQA7KMYeMM4AJwARjjDABwzjsNQowz22LP4o0sKLWDoDKoAUuYAGmcIpABiAEIAFgBazACqSADyAFb6AO4AGVkZ3+HnipFKyiQ+gAbABZH5nGb5PJAA
2025 Chevrolet Trax,RS with 1RS FWD,"Woburn, MA",183 mi away,"$24,555","$23,084",$433/mo est.,KL77LGEP7SC289087,CW12200,Nucar Chevrolet of Woburn,(781) 531-9047,"40 Winn St, Woburn, MA 01801",https://www.nucarchevroletwoburn.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/445205042?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=9&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4+KxOOMwkKADmfhwArm0V6HjMpBj2AVgAtADsIxh4QzgAnABGOEMAHNOOQ1AjDPbYM-gjiwrNYOgMqgBS5gAapwikAGIAQgAWAFrMAKpIAPIAVvoA7gAZWSnP4eeKkUrKJD6ABsAFlvqdpvk8kA
2025 Nissan Versa,SR FWD,"Hillside, NJ",18 mi away,"$23,840","$23,090",$433/mo est.,3N1CN8FV2SL888081,SL888081,Empire Nissan of Hillside,(973) 319-8534,"56 Us Highway 22, Hillside, NJ 07205",https://www.shopempirenissanofhillside.com/new------3N1CN8FV2SL888081?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437682783?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=10&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsAGwAHMw1DfYkKADmfhwArj0V6HjMpBj2AVgAtDU1GHgTOACcAEY4Ew0LjhNQNQz22Iv4LQqdYOgMqgBS5gAaFwikAGIAQgAWAFrMAKpIAPIAVvoAO4AGVkF0BHnipFKyiQ+jqAFk-hcFvk8kA
2025 Hyundai Elantra,SEL Sport FWD,"Milford, CT",51 mi away,"$25,605","$23,105",$433/mo est.,KMHLM4DG6SU036041,M036041,Key Hyundai of Milford,(844) 793-8902,"566 Bridgeport Ave, Milford, CT 06460",https://www.keyhyundaimilfordct.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/420682260?resultSetId=e40ee52f-ba9b-4e1e-acfe-63be99f8c05a&searchUuid=52d13250-7715-49b4-8935-c7e310494578&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=12&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4rABsABzMzDUuKADmfhwArp0V6HjMpBj2AVgAtADs4xh4ozgAnABGOKN1c46jUOMM9tjz+ON1Cm1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0NQAsr9znN8nkgA
